time,purpose,probability
3690,WORK,0.5652630961100265
3705,WORK,0.532701564615072
3720,WORK,0.5000000000000002
3735,WORK,0.46729843538492766
3750,WORK,0.434736903889975
3765,WORK,0.40245483899193646
3780,WORK,0.3705904774487392
3795,WORK,0.33928026734841943
3810,WORK,0.3086582838174552
3825,WORK,0.27885565489050085
3840,WORK,0.2500000000000005
3855,WORK,0.22221488349019924
3870,WORK,0.19561928549563984
3885,WORK,0.1703270924499649
3900,WORK,0.1464466094067261
3915,WORK,0.12408009626051164
3930,WORK,0.1033233298543832
3945,WORK,0.0842651938487275
3960,WORK,0.0669872981077807
3975,WORK,0.05156362923365576
3990,WORK,0.038060233744357186
4005,WORK,0.026534935252447267
4020,WORK,0.0170370868554659
4035,WORK,0.009607359798384951
4050,WORK,0.004277569313094753
4065,WORK,0.001070538380698205
4080,WORK,0
4095,WORK,0.001070538380698205
4110,WORK,0.004277569313094809
4125,WORK,0.00960735979838484
4140,WORK,0.017037086855465733
4155,WORK,0.02653493525244649
4170,WORK,0.03806023374435624
4185,WORK,0.05156362923365587
4200,WORK,0.06698729810778037
4215,WORK,0.08426519384872766
4230,WORK,0.10332332985438225
4245,WORK,0.1240800962605107
4260,WORK,0.14644660940672505
4275,WORK,0.17032709244996513
4290,WORK,0.19561928549564006
4305,WORK,0.2222148834901987
4320,WORK,0.24999999999999922
4335,WORK,0.27885565489049946
4350,WORK,0.30865828381745464
4365,WORK,0.339280267348418
4380,WORK,0.3705904774487394
4395,WORK,0.40245483899193674
4410,WORK,0.43473690388997266
4425,WORK,0.46729843538492793
4440,WORK,0.5000000000000006
4455,WORK,0.5327015646150713
4470,WORK,0.5652630961100249
4485,WORK,0.5975451610080643
4500,WORK,0.6294095225512599
4515,WORK,0.6607197326515797
4530,WORK,0.6913417161825448
4545,WORK,0.7211443451095014
4560,WORK,0.7500000000000002
4575,WORK,0.7777851165098008
4590,WORK,0.8043807145043593
4605,WORK,0.8296729075500344
4620,WORK,0.8535533905932732
4635,WORK,0.8759199037394889
4650,WORK,0.8966766701456184
4665,WORK,0.915734806151272
4680,WORK,0.9330127018922193
4695,WORK,0.9484363707663438
4710,WORK,0.9619397662556435
4725,WORK,0.9734650647475527
4740,WORK,0.9829629131445339
4755,WORK,0.9903926402016149
4770,WORK,0.9957224306869051
4785,WORK,0.9989294616193019
4800,WORK,1
4815,WORK,0.9989294616193016
4830,WORK,0.9957224306869052
4845,WORK,0.9903926402016154
4860,WORK,0.9829629131445345
4875,WORK,0.9734650647475529
4890,WORK,0.961939766255643
4905,WORK,0.9484363707663449
4920,WORK,0.9330127018922196
4935,WORK,0.9157348061512725
4950,WORK,0.8966766701456177
4965,WORK,0.8759199037394894
4980,WORK,0.8535533905932737
4995,WORK,0.8296729075500349
5010,WORK,0.8043807145043613
5025,WORK,0.7777851165098013
5040,WORK,0.7499999999999993
5055,WORK,0.7211443451095005
5070,WORK,0.6913417161825455
5085,WORK,0.6607197326515803
5100,WORK,0.6294095225512606
5115,WORK,0.5975451610080651
5130,WORK,0.5652630961100257
5145,WORK,0.5327015646150703
5160,WORK,0.5000000000000013
5175,WORK,0.46729843538492866
5190,WORK,0.4347369038899751
5205,WORK,0.4024548389919357
5220,WORK,0.3705904774487402
5235,WORK,0.33928026734842043
5250,WORK,0.3086582838174553
5265,WORK,0.2788556548905001
5280,WORK,0.24999999999999983
5295,WORK,0.2222148834901993
5310,WORK,0.19561928549563923
5325,WORK,0.1703270924499657
5340,WORK,0.14644660940672682
5355,WORK,0.12408009626051114
5370,WORK,0.1033233298543827
5385,WORK,0.08426519384872705
5400,WORK,0.06698729810778165
5415,WORK,0.051563629233656205
5430,WORK,0.03806023374435652
5445,WORK,0.026534935252447323
5460,WORK,0.017037086855466177
5475,WORK,0.009607359798384785
5490,WORK,0.004277569313094642
5505,WORK,0.0010705383806983715
5520,WORK,0
5535,WORK,0.0010705383806981494
5550,WORK,0.004277569313094809
5565,WORK,0.009607359798384618
5580,WORK,0.017037086855465955
5595,WORK,0.0265349352524476
5610,WORK,0.03806023374435619
5625,WORK,0.05156362923365504
5640,WORK,0.06698729810778031
5655,WORK,0.08426519384872755
5670,WORK,0.1033233298543822
5685,WORK,0.12408009626051175
5700,WORK,0.146446609406725
5715,WORK,0.17032709244996502
5730,WORK,0.19561928549563856
5745,WORK,0.22221488349019863
5760,WORK,0.2499999999999991
5775,WORK,0.27885565489049935
5790,WORK,0.30865828381745614
5805,WORK,0.3392802673484179
5820,WORK,0.3705904774487393
5835,WORK,0.4024548389919349
5850,WORK,0.4347369038899725
5865,WORK,0.4672984353849278
5880,WORK,0.5000000000000004
5895,WORK,0.532701564615073
5910,WORK,0.5652630961100248
5925,WORK,0.5975451610080642
5940,WORK,0.6294095225512598
5955,WORK,0.6607197326515796
5970,WORK,0.6913417161825447
5985,WORK,0.7211443451095014
6000,WORK,0.7500000000000017
6015,WORK,0.7777851165098006
6030,WORK,0.8043807145043593
6045,WORK,0.8296729075500342
6060,WORK,0.8535533905932731
6075,WORK,0.8759199037394888
6090,WORK,0.8966766701456161
6105,WORK,0.9157348061512719
6120,WORK,0.9330127018922192
6135,WORK,0.9484363707663437
6150,WORK,0.9619397662556435
6165,WORK,0.9734650647475527
6180,WORK,0.9829629131445334
6195,WORK,0.9903926402016148
6210,WORK,0.995722430686905
6225,WORK,0.9989294616193019
6240,WORK,1
6255,WORK,0.9989294616193017
6270,WORK,0.9957224306869052
6285,WORK,0.9903926402016157
6300,WORK,0.9829629131445345
6315,WORK,0.9734650647475529
6330,WORK,0.9619397662556431
6345,WORK,0.9484363707663441
6360,WORK,0.9330127018922197
6375,WORK,0.9157348061512725
6390,WORK,0.8966766701456189
6405,WORK,0.8759199037394895
6420,WORK,0.8535533905932737
6435,WORK,0.8296729075500351
6450,WORK,0.80438071450436
6465,WORK,0.7777851165098014
6480,WORK,0.7499999999999994
6495,WORK,0.7211443451095023
6510,WORK,0.6913417161825473
6525,WORK,0.6607197326515821
6540,WORK,0.6294095225512607
6555,WORK,0.5975451610080634
6570,WORK,0.5652630961100258
6585,WORK,0.5327015646150705
6600,WORK,0.5000000000000014
6615,WORK,0.4672984353849306
6630,WORK,0.4347369038899752
6645,WORK,0.40245483899193585
6660,WORK,0.3705904774487385
6675,WORK,0.3392802673484189
6690,WORK,0.308658283817457
6705,WORK,0.27885565489050024
6720,WORK,0.2500000000000015
6735,WORK,0.2222148834901994
6750,WORK,0.19561928549563934
6765,WORK,0.1703270924499658
6780,WORK,0.14644660940672566
6795,WORK,0.12408009626051242
6810,WORK,0.1033233298543828
6825,WORK,0.0842651938487281
6840,WORK,0.0669872981077817
6855,WORK,0.051563629233655484
6870,WORK,0.038060233744356575
6885,WORK,0.026534935252446767
6900,WORK,0.017037086855466177
6915,WORK,0.00960735979838484
6930,WORK,0.00427756931309492
6945,WORK,0.0010705383806983715
6960,WORK,0
6975,WORK,0.0010705383806982605
6990,WORK,0.0042775693130949755
7005,WORK,0.009607359798384618
7020,WORK,0.017037086855465455
7035,WORK,0.02653493525244699
7050,WORK,0.03806023374435613
7065,WORK,0.05156362923365576
7080,WORK,0.06698729810778115
7095,WORK,0.0842651938487265
7110,WORK,0.10332332985438214
7125,WORK,0.12408009626051053
7140,WORK,0.14644660940672616
7155,WORK,0.17032709244996497
7170,WORK,0.19561928549563706
7185,WORK,0.22221488349019997
7200,WORK,0.249999999999999
7215,WORK,0.27885565489049924
7230,WORK,0.3086582838174544
7245,WORK,0.3392802673484195
7260,WORK,0.3705904774487392
7275,WORK,0.402454838991933
7290,WORK,0.4347369038899759
7305,WORK,0.4672984353849277
7320,WORK,0.5000000000000003
7335,WORK,0.5327015646150711
7350,WORK,0.5652630961100247
7365,WORK,0.5975451610080641
7380,WORK,0.6294095225512579
7395,WORK,0.6607197326515795
7410,WORK,0.6913417161825446
7425,WORK,0.7211443451094997
7440,WORK,0.75
7455,WORK,0.7777851165098005
7470,WORK,0.8043807145043607
7485,WORK,0.8296729075500329
7500,WORK,0.8535533905932717
7515,WORK,0.8759199037394887
7530,WORK,0.8966766701456172
7545,WORK,0.9157348061512729
7560,WORK,0.9330127018922192
7575,WORK,0.9484363707663446
7590,WORK,0.9619397662556427
7605,WORK,0.973465064747552
7620,WORK,0.9829629131445343
7635,WORK,0.9903926402016152
7650,WORK,0.9957224306869052
7665,WORK,0.9989294616193017
7680,WORK,1
7695,WORK,0.9989294616193019
7710,WORK,0.9957224306869055
7725,WORK,0.990392640201615
7740,WORK,0.9829629131445341
7755,WORK,0.973465064747553
7770,WORK,0.9619397662556433
7785,WORK,0.948436370766345
7800,WORK,0.9330127018922199
7815,WORK,0.9157348061512736
7830,WORK,0.8966766701456201
7845,WORK,0.8759199037394884
7860,WORK,0.8535533905932752
7875,WORK,0.8296729075500351
7890,WORK,0.8043807145043602
7905,WORK,0.7777851165098001
7920,WORK,0.7500000000000011
7935,WORK,0.721144345109504
7950,WORK,0.691341716182544
7965,WORK,0.6607197326515822
7980,WORK,0.6294095225512608
7995,WORK,0.5975451610080635
8010,WORK,0.5652630961100277
8025,WORK,0.5327015646150723
8040,WORK,0.5000000000000033
8055,WORK,0.46729843538492716
8070,WORK,0.4347369038899753
8085,WORK,0.40245483899193596
8100,WORK,0.37059047744873863
8115,WORK,0.33928026734842065
8130,WORK,0.3086582838174555
8145,WORK,0.27885565489050196
8160,WORK,0.25000000000000155
8175,WORK,0.22221488349019952
8190,WORK,0.19561928549563945
8205,WORK,0.17032709244996452
8220,WORK,0.146446609406727
8235,WORK,0.12408009626051131
8250,WORK,0.10332332985438397
8265,WORK,0.08426519384872816
8280,WORK,0.06698729810778087
8295,WORK,0.05156362923365554
8310,WORK,0.038060233744355965
8325,WORK,0.026534935252447378
8340,WORK,0.017037086855466677
8355,WORK,0.009607359798385173
8370,WORK,0.00427756931309492
8385,WORK,0.0010705383806982605
8400,WORK,0
8415,WORK,0.0010705383806981494
8430,WORK,0.004277569313094753
8445,WORK,0.00960735979838423
8460,WORK,0.0170370868554654
8475,WORK,0.026534935252446934
8490,WORK,0.0380602337443568
8505,WORK,0.05156362923365654
8520,WORK,0.0669872981077802
8535,WORK,0.08426519384872744
8550,WORK,0.10332332985438097
8565,WORK,0.12408009626051042
8580,WORK,0.14644660940672605
8595,WORK,0.17032709244996352
8610,WORK,0.19561928549564117
8625,WORK,0.2222148834901984
8640,WORK,0.25000000000000044
8655,WORK,0.2788556548904976
8670,WORK,0.3086582838174543
8685,WORK,0.3392802673484193
8700,WORK,0.3705904774487374
8715,WORK,0.4024548389919381
8730,WORK,0.434736903889974
8745,WORK,0.4672984353849258
8760,WORK,0.4999999999999984
8775,WORK,0.532701564615071
8790,WORK,0.5652630961100263
8805,WORK,0.5975451610080622
8820,WORK,0.629409522551263
8835,WORK,0.660719732651581
8850,WORK,0.6913417161825428
8865,WORK,0.7211443451094995
8880,WORK,0.7499999999999999
8895,WORK,0.777785116509802
8910,WORK,0.8043807145043591
8925,WORK,0.8296729075500341
8940,WORK,0.8535533905932742
8955,WORK,0.8759199037394875
8970,WORK,0.896676670145617
8985,WORK,0.9157348061512728
9000,WORK,0.9330127018922183
9015,WORK,0.9484363707663437
9030,WORK,0.9619397662556419
9045,WORK,0.9734650647475531
9060,WORK,0.9829629131445338
9075,WORK,0.9903926402016152
9090,WORK,0.9957224306869052
9105,WORK,0.9989294616193016
9120,WORK,1
9135,WORK,0.998929461619302
9150,WORK,0.995722430686905
9165,WORK,0.9903926402016154
9180,WORK,0.9829629131445341
9195,WORK,0.9734650647475525
9210,WORK,0.9619397662556439
9225,WORK,0.9484363707663443
9240,WORK,0.9330127018922207
9255,WORK,0.9157348061512736
9270,WORK,0.8966766701456179
9285,WORK,0.8759199037394885
9300,WORK,0.8535533905932727
9315,WORK,0.8296729075500352
9330,WORK,0.8043807145043631
9345,WORK,0.7777851165098031
9360,WORK,0.7500000000000011
9375,WORK,0.7211443451095009
9390,WORK,0.6913417161825441
9405,WORK,0.6607197326515823
9420,WORK,0.629409522551261
9435,WORK,0.5975451610080672
9450,WORK,0.5652630961100278
9465,WORK,0.5327015646150725
9480,WORK,0.4999999999999999
9495,WORK,0.46729843538492727
9510,WORK,0.4347369038899755
9525,WORK,0.40245483899193607
9540,WORK,0.3705904774487422
9555,WORK,0.33928026734842076
9570,WORK,0.30865828381745564
9585,WORK,0.2788556548904989
9600,WORK,0.2499999999999986
9615,WORK,0.22221488349019963
9630,WORK,0.19561928549563956
9645,WORK,0.1703270924499673
9660,WORK,0.1464466094067271
9675,WORK,0.12408009626051142
9690,WORK,0.10332332985438186
9705,WORK,0.08426519384872627
9720,WORK,0.06698729810778092
9735,WORK,0.05156362923365715
9750,WORK,0.03806023374435735
9765,WORK,0.026534935252447434
9780,WORK,0.01703708685546579
9795,WORK,0.009607359798384507
9810,WORK,0.004277569313094476
9825,WORK,0.0010705383806982605
9840,WORK,0
9855,WORK,0.0010705383806981494
9870,WORK,0.004277569313094753
9885,WORK,0.009607359798384896
9900,WORK,0.0170370868554654
9915,WORK,0.026534935252446934
9930,WORK,0.03806023374435674
9945,WORK,0.05156362923365487
9960,WORK,0.06698729810778015
9975,WORK,0.08426519384872738
9990,WORK,0.10332332985438086
10005,WORK,0.12408009626051036
10020,WORK,0.146446609406726
10035,WORK,0.17032709244996608
10050,WORK,0.19561928549563828
10065,WORK,0.2222148834901983
10080,WORK,0.25000000000000033
0,EDUCATION,0.3705904774487397
15,EDUCATION,0.4024548389919359
30,EDUCATION,0.4347369038899743
45,EDUCATION,0.46729843538492843
60,EDUCATION,0.5
75,EDUCATION,0.5327015646150715
90,EDUCATION,0.5652630961100259
105,EDUCATION,0.5975451610080642
120,EDUCATION,0.6294095225512604
135,EDUCATION,0.6607197326515808
150,EDUCATION,0.6913417161825449
165,EDUCATION,0.7211443451095007
180,EDUCATION,0.75
195,EDUCATION,0.7777851165098012
210,EDUCATION,0.8043807145043603
225,EDUCATION,0.8296729075500344
240,EDUCATION,0.8535533905932737
255,EDUCATION,0.8759199037394887
270,EDUCATION,0.8966766701456176
285,EDUCATION,0.9157348061512727
300,EDUCATION,0.9330127018922194
315,EDUCATION,0.9484363707663441
330,EDUCATION,0.9619397662556434
345,EDUCATION,0.9734650647475529
360,EDUCATION,0.9829629131445341
375,EDUCATION,0.9903926402016152
390,EDUCATION,0.9957224306869052
405,EDUCATION,0.9989294616193017
420,EDUCATION,1
435,EDUCATION,0.9989294616193017
450,EDUCATION,0.9957224306869052
465,EDUCATION,0.9903926402016152
480,EDUCATION,0.9829629131445341
495,EDUCATION,0.9734650647475529
510,EDUCATION,0.9619397662556434
525,EDUCATION,0.9484363707663441
540,EDUCATION,0.9330127018922194
555,EDUCATION,0.9157348061512727
570,EDUCATION,0.8966766701456176
585,EDUCATION,0.8759199037394887
600,EDUCATION,0.8535533905932737
615,EDUCATION,0.8296729075500344
630,EDUCATION,0.8043807145043603
645,EDUCATION,0.7777851165098012
660,EDUCATION,0.75
675,EDUCATION,0.7211443451095007
690,EDUCATION,0.6913417161825449
705,EDUCATION,0.6607197326515808
720,EDUCATION,0.6294095225512604
735,EDUCATION,0.5975451610080642
750,EDUCATION,0.5652630961100259
765,EDUCATION,0.5327015646150715
780,EDUCATION,0.5
795,EDUCATION,0.46729843538492843
810,EDUCATION,0.4347369038899743
825,EDUCATION,0.4024548389919359
840,EDUCATION,0.3705904774487397
855,EDUCATION,0.3392802673484192
870,EDUCATION,0.30865828381745525
885,EDUCATION,0.27885565489049946
900,EDUCATION,0.2500000000000001
915,EDUCATION,0.22221488349019886
930,EDUCATION,0.19561928549563967
945,EDUCATION,0.17032709244996558
960,EDUCATION,0.14644660940672627
975,EDUCATION,0.12408009626051136
990,EDUCATION,0.10332332985438236
1005,EDUCATION,0.0842651938487275
1020,EDUCATION,0.06698729810778065
1035,EDUCATION,0.05156362923365593
1050,EDUCATION,0.03806023374435663
1065,EDUCATION,0.02653493525244721
1080,EDUCATION,0.0170370868554659
1095,EDUCATION,0.009607359798384785
1110,EDUCATION,0.004277569313094753
1125,EDUCATION,0.0010705383806982605
1140,EDUCATION,0
1155,EDUCATION,0.0010705383806982605
1170,EDUCATION,0.004277569313094809
1185,EDUCATION,0.00960735979838473
1200,EDUCATION,0.01703708685546579
1215,EDUCATION,0.0265349352524471
1230,EDUCATION,0.038060233744356575
1245,EDUCATION,0.05156362923365587
1260,EDUCATION,0.06698729810778059
1275,EDUCATION,0.08426519384872738
1290,EDUCATION,0.10332332985438242
1305,EDUCATION,0.12408009626051125
1320,EDUCATION,0.14644660940672605
1335,EDUCATION,0.17032709244996547
1350,EDUCATION,0.19561928549563956
1365,EDUCATION,0.22221488349019852
1380,EDUCATION,0.24999999999999978
1395,EDUCATION,0.27885565489049935
1410,EDUCATION,0.30865828381745525
1425,EDUCATION,0.3392802673484191
1440,EDUCATION,0.3705904774487397
1455,EDUCATION,0.4024548389919357
1470,EDUCATION,0.4347369038899742
1485,EDUCATION,0.4672984353849282
1500,EDUCATION,0.4999999999999999
1515,EDUCATION,0.5327015646150712
1530,EDUCATION,0.5652630961100257
1545,EDUCATION,0.5975451610080642
1560,EDUCATION,0.6294095225512606
1575,EDUCATION,0.6607197326515808
1590,EDUCATION,0.6913417161825446
1605,EDUCATION,0.7211443451095005
1620,EDUCATION,0.75
1635,EDUCATION,0.7777851165098009
1650,EDUCATION,0.80438071450436
1665,EDUCATION,0.8296729075500342
1680,EDUCATION,0.8535533905932737
1695,EDUCATION,0.8759199037394887
1710,EDUCATION,0.8966766701456175
1725,EDUCATION,0.9157348061512725
1740,EDUCATION,0.9330127018922192
1755,EDUCATION,0.9484363707663441
1770,EDUCATION,0.9619397662556435
1785,EDUCATION,0.9734650647475528
1800,EDUCATION,0.9829629131445343
1815,EDUCATION,0.9903926402016152
1830,EDUCATION,0.9957224306869052
1845,EDUCATION,0.9989294616193016
1860,EDUCATION,1
1875,EDUCATION,0.9989294616193019
1890,EDUCATION,0.9957224306869052
1905,EDUCATION,0.9903926402016152
1920,EDUCATION,0.9829629131445341
1935,EDUCATION,0.9734650647475529
1950,EDUCATION,0.9619397662556435
1965,EDUCATION,0.948436370766344
1980,EDUCATION,0.9330127018922195
1995,EDUCATION,0.9157348061512725
2010,EDUCATION,0.8966766701456179
2025,EDUCATION,0.8759199037394889
2040,EDUCATION,0.8535533905932738
2055,EDUCATION,0.8296729075500348
2070,EDUCATION,0.8043807145043602
2085,EDUCATION,0.7777851165098011
2100,EDUCATION,0.7500000000000002
2115,EDUCATION,0.7211443451095008
2130,EDUCATION,0.6913417161825448
2145,EDUCATION,0.6607197326515813
2160,EDUCATION,0.6294095225512604
2175,EDUCATION,0.5975451610080649
2190,EDUCATION,0.5652630961100259
2205,EDUCATION,0.5327015646150715
2220,EDUCATION,0.5000000000000006
2235,EDUCATION,0.46729843538492843
2250,EDUCATION,0.43473690388997444
2265,EDUCATION,0.40245483899193635
2280,EDUCATION,0.3705904774487399
2295,EDUCATION,0.3392802673484193
2310,EDUCATION,0.30865828381745586
2325,EDUCATION,0.2788556548904991
2340,EDUCATION,0.2500000000000004
2355,EDUCATION,0.22221488349019913
2370,EDUCATION,0.19561928549563973
2385,EDUCATION,0.1703270924499662
2400,EDUCATION,0.14644660940672605
2415,EDUCATION,0.12408009626051159
2430,EDUCATION,0.10332332985438258
2445,EDUCATION,0.08426519384872744
2460,EDUCATION,0.06698729810778059
2475,EDUCATION,0.051563629233656094
2490,EDUCATION,0.0380602337443568
2505,EDUCATION,0.026534935252446934
2520,EDUCATION,0.017037086855465844
2535,EDUCATION,0.00960735979838473
2550,EDUCATION,0.0042775693130948644
2565,EDUCATION,0.0010705383806982605
2580,EDUCATION,0
2595,EDUCATION,0.0010705383806982605
2610,EDUCATION,0.004277569313094698
2625,EDUCATION,0.00960735979838484
2640,EDUCATION,0.01703708685546579
2655,EDUCATION,0.0265349352524471
2670,EDUCATION,0.03806023374435663
2685,EDUCATION,0.05156362923365554
2700,EDUCATION,0.06698729810778087
2715,EDUCATION,0.08426519384872722
2730,EDUCATION,0.10332332985438236
2745,EDUCATION,0.12408009626051136
2760,EDUCATION,0.14644660940672577
2775,EDUCATION,0.17032709244996525
2790,EDUCATION,0.19561928549563945
